COND: sys_prompt=False max_new_tokens=512 grader=str
[8/83] X gold=18.0 pred=23
[9/83] X gold=-4.0 pred=2
[10/83] X gold=359.0 pred=2
[11/83] X gold=8178.0 pred=11
[12/83] V gold=5.0 pred=5
[13/83] X gold=4.0 pred=2
[14/83] X gold=20.0 pred=2
[15/83] X gold=8.0 pred=20
[16/83] X gold=1296.0 pred=2
[17/83] X gold=17.0 pred=0
[18/83] X gold=6.0 pred=2
[19/83] X gold=841.0 pred=2
[20/83] X gold=36.0 pred=6
[21/83] V gold=10.0 pred=10
[22/83] X gold=7.0 pred=9
[23/83] V gold=2.0 pred=2
[24/83] V gold=2.0 pred=2
[25/83] X gold=20.0 pred=1
[26/83] X gold=5.0 pred=16
[27/83] X gold=4.0 pred=0
[28/83] X gold=76.0 pred=60
[29/83] X gold=22.0 pred=4
[30/83] X gold=44.0 pred=2
[31/83] X gold=20.0 pred=2
[32/83] X gold=23.0 pred=3
[33/83] X gold=36.0 pred=8
[34/83] X gold=5.0 pred=1
[35/83] X gold=6.0 pred=7
[36/83] X gold=47.0 pred=21
[37/83] X gold=4.0 pred=6
[38/83] X gold=0.0 pred=158873.00
[39/83] X gold=8.0 pred=-4
[40/83] V gold=5.0 pred=5
[41/83] X gold=42.0 pred=10
[42/83] X gold=11.0 pred=12
[43/83] X gold=12.0 pred=4.955
[44/83] V gold=27.0 pred=27
[45/83] V gold=36.0 pred=36
[46/83] V gold=45.0 pred=45
[47/83] X gold=3159.0 pred=1
[48/83] X gold=36.0 pred=8.
[49/83] X gold=7.0 pred=2
[50/83] X gold=21.0 pred=2
[51/83] X gold=3.0 pred=9
[52/83] X gold=1.0 pred=2023
[53/83] X gold=4.0 pred=3
[54/83] X gold=5.0 pred=0
[55/83] X gold=29.0 pred=1
[56/83] X gold=96.0 pred=2
[57/83] X gold=1.0 pred=-56.
[58/83] X gold=5.0 pred=1
[59/83] X gold=-1.0 pred=2023
[60/83] V gold=8.0 pred=8
[61/83] V gold=18.0 pred=18
[62/83] X gold=265.0 pred=6
[63/83] X gold=9.0 pred=16
[64/83] X gold=9.0 pred=3
[65/83] X gold=7.0 pred=3
[66/83] X gold=7.0 pred=6
[67/83] X gold=7.0 pred=25
[68/83] X gold=13.0 pred=2
[69/83] X gold=50.0 pred=2
[70/83] V gold=13.0 pred=13
[71/83] X gold=5.0 pred=6
[72/83] X gold=11.0 pred=45
[73/83] X gold=18.0 pred=15
[74/83] V gold=50.0 pred=50
[75/83] X gold=11.0 pred=39
[76/83] V gold=3.0 pred=3
[77/83] V gold=194.0 pred=194
[78/83] V gold=1625.0 pred=1625
[79/83] X gold=4.0 pred=1
[80/83] X gold=6.0 pred=0
[81/83] X gold=901.0 pred=99
[82/83] X gold=144.0 pred=0
[83/83] X gold=8.0 pred=1

ACCURACY (nosys/512tok/str): 16/83
